product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nutrition-score-fr,nova-group,fruits-vegetables-nuts-estimate-from-ingredients_100g
4056489920007,Tasty Chocolate Food in A Bottle,Tasty,100.2,418.9,7.0,4.3,4.5,1.9,7.0,1.8,0.000325,0.00013,,0.8,0.0
3046920014304,Lucky Monkey lait onctueux,Lindt,547.0,2282.0,57.0,56.0,32.0,20.0,6.8,2.5,0.29,0.116,,4.0,0.0
3760336830685,Funky Veggie - Les POP,Funky Veggie,383.0,1824.0,83.0,19.0,1.5,0.8,7.8,2.1,0.01,0.004,,3.0,0.0
3760341070397,Taureau aile riz complet 500g,Taureau Ailé,357.0,1511.0,74.3,1.6,2.5,0.5,7.5,3.5,0.02,0.008,,4.0,0.0
3256224952978,"Pâte à tartiner aux noisettes sans huile de palme, 300g",U,527.0,2200.0,57.0,56.0,30.0,4.0,6.2,3.3,0.11,0.044,,4.0,45.0
8906010502119,Chataka pataka,Balaji,551.0,55.0,55.5,1.0,32.7,15.0,6.8,1.0,1.0,0.4,,4.0,0.2653808593749965
3760341070465,Riz basmati du Penjab,Taureau Ailé,353.0,1500.5,78.0,4.4,0.8,1.6,8.1,0.9,0.01,0.004,,1.0,0.0
3451790153051,Le Léger 20%MG Doux Barquette,"Elle & Vire, Savencia",214.0,883.0,8.1,2.5,20.0,12.2,0.3,0.0,0.5,0.2,,4.0,0.0
80042532,Concentrado de tomate,MUTTI,96.0,407.0,17.0,14.0,0.2,0.1,4.2,2.5,0.5,0.2,,3.0,99.5
3017760307499,Belvita Petit-Déjeuner Original,"BelVita, LU",435.0,1828.0,66.0,20.0,14.0,1.5,7.8,6.8,0.98,0.392,,4.0,0.0
3329778164064,Yop parfum vanille,Yoplait,66.0,278.0,10.6,10.4,0.8,0.5,3.0,2.5,0.12,0.048,,4.0,0.0
3033491432736,Danette crème dessert noir extra,"Danette, Danette creme dessert, Danone",127.0,535.0,19.0,16.5,3.7,2.4,3.7,2.5,0.19,0.076,,4.0,0.0
3498425800058,Pain d'Épices au Miel,Brossard,297.0,1243.0,66.0,36.0,1.1,0.3,3.0,5.7,0.5,0.2,,4.0,0.0442708333333286
3175681121201,Biscuit quinoa cacao,Gerblé,452.0,1892.0,58.0,16.0,18.0,3.0,9.5,9.8,0.73,0.292,,4.0,16.6
7613035268388,Chocolate con Leche,Nestlé Extrafino,538.0,2248.0,58.9,57.7,30.3,17.4,6.3,2.0,0.13,0.052,,4.0,0.0
8722700202387,Amora Moutarde Douce Flacon Souple 260g,Amora,198.0,828.0,5.7,4.4,16.0,1.1,5.2,2.1,4.4,1.76,,4.0,0.0
3255290250285,Madeleines longues - Perles de sucre,"Le Ster, le pâtissier",442.0,1882.0,59.0,30.0,20.0,1.9,5.8,1.3,0.95,0.38,,4.0,21.0
8480000106780,Leche Desnatada Proteínas y Calcio,HACENDADO,44.0,187.6,4.6,4.6,0.2,0.1,6.0,2.5,0.1275,0.051,,4.0,0.0
3045320074895,Marmelade Oranges🍊 Amères  Bonne Maman,Bonne Maman,240.0,1017.0,59.0,59.0,0.1,0.0,0.3,0.7,0.0,0.0,,4.0,0.2653808593749965
3123937110004,Dégustation Fruité & Gourmand,Entremont,347.0,1441.0,0.5,0.5,27.0,17.0,26.0,0.0,0.7,0.28,,3.0,0.0
8480000171283,Tomate frito con aceite de oliva,Hacendado,77.0,316.5,9.5,6.9,3.5,0.3,1.5,2.5,1.0,0.4,,4.0,95.5
3023290234860,la laitière nature x4,"Nestlé,La Laitière",66.0,274.0,3.7,3.7,3.8,2.5,3.2,0.0,0.13,0.052,,1.0,0.0
3599740007266,Tranches panées de Cabillaud MSC,Findus,177.0,742.0,15.0,0.6,6.5,0.5,14.0,1.0,0.54,0.216,,4.0,8.15
3045320076127,Compote de pommes morceaux,Andros,81.0,344.0,19.0,19.0,0.1,0.0,0.2,1.1,0.0,0.0,,3.0,87.0
